"";"m1";"m2";"chr";"pos";"lod"
"966";"Zfp112";"Tnfaip2";"12";60,990006;3,4844379677636
"967";"Phf21b";"Atf4";"15";37,850002;4,72271949644928
"968";"Vav3";"Cd53";"3";46,530005;3,2249444160915
"969";"Trim28";"Tnfaip2";"12";60,990006;3,39570258080725
"970";"Aqp9";"Rpl35a";"16";23,590002;3,0855138324999
"971";"Olfr472";"Gnb2l1";"11";28,770002;4,29460230877107
"972";"Lrp3";"Rpl24";"16";33,740003;76,629266537895
"973";"Atp6v1g1";"Tnip1";"11";32,130004;4,79447740398377
"974";"Dpp7";"Rpl7a";"2";19,1;3,92341341867508
"975";"Snrk";"rplp0";"5";56,100005;3,49546568271562
"976";"Snrk";"Plek";"11";9,41;3,30397806431522
"977";"Hspa14";"Tnfaip3";"10";8,08;3,47279680105051
"978";"Msh4";"Rps3a1";"3";37,830003;3,36565756237609
"979";"Cyp4b1";"Rpl24";"16";33,740003;76,629266537895
"980";"Ccdc78";"Ctss";"3";40,740004;6,03529090346396
"981";"Ccdc78";"Sat1";"X";72,380002;3,06167440056183
"982";"Insig2";"Gapdh";"6";59,320007;3,0592256496587
"983";"Exoc3l";"sdcbp";"4";2,91;3,38120819958667
"984";"Exoc3l";"Gapdh";"6";59,320007;3,09783992831877
"985";"Cacna1c";"Rpl35a";"16";23,590002;3,82759828732008
"986";"Trim66";"Atp6v1g1";"4";34,010002;3,4000026165716
"987";"Tmeff1";"Atp6v1g1";"4";34,010002;4,03578953522953
"988";"Slc35d3";"sdcbp";"4";2,91;10,3383116334796
"989";"Wnt10a";"rpl9";"5";33,660002;4,29470411144325
"990";"Wnt10a";"Tmbim6";"15";56,130003;85,2436985037277
"991";"Gm2848";"sdcbp";"4";2,91;5,41378960739497
"992";"Gm2848";"Rpl35a";"16";23,590002;4,58684671935965
"993";"Clec4n";"Rpl32";"6";53,720005;6,96795808663136
"994";"Clec4n";"Cd83";"13";21,600002;4,05631328003889
"995";"Plod1";"tnfrsf1b";"4";78,170005;5,44968581441167
"996";"Mospd4";"Psme2";"14";28,190002;4,25002871698289
"997";"Marveld2";"Cox7a2l";"17";53,020004;3,51501679744937
"998";"BC055004";"arpc1b";"5";85,030006;4,45884226771899
"999";"BC055004";"Ldha";"7";30,600004;3,07991422573843
"1000";"B3gnt3";"Syk";"13";27,410003;3,58846179107625
"1001";"Fam176b";"Actg1";"11";84,070012;3,73775700194074
"1002";"Prdm16";"Nfkbia";"12";24,000002;3,79927386012846
"1003";"Brca2";"Gapdh";"6";59,320007;4,33197345076965
"1004";"Atp11a";"Lamp1";"8";5,73;5,2686891609487
"1005";"Slfnl1";"Rpl24";"16";33,740003;12,8425886416744
"1006";"Ptpre";"Ifitm3";"7";86,250008;3,09660942250721
"1007";"Olfr700";"Rpl24";"16";33,740003;7,3817814384939
"1008";"Vamp1";"Aldoa";"7";69,250007;3,45786799206652
"1009";"Olfr812";"Gnb2l1";"11";28,770002;4,29460230877107
"1010";"Lrrc8b";"Tnfaip3";"10";8,08;3,1806878802729
"1011";"Msh5";"Rpl7a";"2";19,1;3,46843262661074
"1012";"Msh5";"Wdr1";"5";20,630001;3,6172581041891
"1013";"Ehbp1l1";"Malt1";"18";38,560002;3,21648437174963
"1014";"Crcp";"Hck";"2";75,410006;3,94683068527051
"1015";"Endou";"Tmbim6";"15";56,130003;3,26049028314027
"1016";"Gabra4";"sdcbp";"4";2,91;17,1341218399385
"1017";"Mtap2";"Rps3a1";"3";37,830003;4,0278264277436
"1018";"Yif1b";"Snx3";"10";22,890002;3,85797364946023
"1019";"Zrsr2";"Rpl24";"16";33,740003;3,55054569556167
"1020";"Amn";"Cd36";"5";8,11;3,62623156227217
"1021";"Gemin4";"Il12b";"11";25,940001;3,86107800176478
"1022";"Sap30";"Grn";"11";66,290011;3,0517251124228
"1023";"C5ar1";"spp1";"5";50,680004;4,42749408956522
"1024";"Gbe1";"Pld3";"7";15,920002;4,7153523756106
"1025";"Dnd1";"Tnip1";"11";32,130004;3,42962112946876
"1026";"Olfr860";"sdcbp";"4";2,91;23,7657815217425
"1027";"Notum";"Irgm1";"11";28,840003;4,2946010797504
"1028";"Tnrc6c";"rplp0";"5";56,100005;3,23439286875026
"1029";"Dgka";"Pik3r5";"11";41,690005;5,96877480241308
"1030";"Tmem176b";"Aldoa";"7";69,250007;3,59948366083479
"1031";"Nrcam";"Rps3a1";"3";37,830003;3,25733076640445
"1032";"Kif24";"Rps4x";"X";45,200001;3,63989990604737
"1033";"Zranb2";"Tfec";"6";7,61;3,43591764103603
"1034";"Cgref1";"Ccrl2";"9";60,920005;3,49506745279307
"1035";"Kcnj10";"spp1";"5";50,680004;3,23545616940426
"1036";"Klc2";"Calr";"8";41,210003;3,3231180996571
"1037";"Gatm";"Arpc2";"1";38,490004;3,5713440469686
"1038";"Xylt2";"Nme2";"11";58,880008;8,75431311309954
"1039";"Zdhhc23";"Rps24";"14";14,42;3,33303365089686
"1040";"Ccar1";"Ptma";"1";43,960005;3,69191681918171
"1041";"Zbtb38";"Erbb2ip";"13";56,160005;3,03771080249503
"1042";"Pqlc3";"Nfkbia";"12";24,000002;4,41015464540006
"1043";"Phactr1";"Litaf";"16";6,28;4,81277178033276
"1044";"Stx1a";"Tmbim6";"15";56,130003;7,74759375938731
"1045";"Gm9926";"Rps3a1";"3";37,830003;4,1551784990534
"1046";"Gm9926";"Capg";"6";32,270003;3,23724124152886
"1047";"Olfr1079";"sdcbp";"4";2,91;23,7657815217425
"1048";"Usp33";"Calr";"8";41,210003;3,11279548469699
"1049";"Has1";"Rpl35a";"16";23,590002;5,07656070924773
"1050";"Aspscr1";"Anxa5";"3";17,460001;3,79339834655971
"1051";"Ormdl1";"Calr";"8";41,210003;3,72402937211972
"1052";"Samd10";"Slc25a3";"10";45,600006;4,00948432829588
"1053";"Parvg";"Grina";"15";35,590001;4,72216027563406
"1054";"Mir744";"Irg1";"14";51,670005;6,70338961392154
"1055";"Cnn3";"Cd53";"3";46,530005;4,13255472917295
"1056";"Gpr141";"Cd14";"18";19,46;3,62034641983678
"1057";"Daxx";"Rps18";"17";17,98;3,39119724876267
"1058";"Sema4c";"Tnfaip3";"10";8,08;3,81166209086335
"1059";"Acp5";"Icam1";"9";7,69;8,33566648525294
"1060";"Stx19";"Gnb2l1";"11";28,770002;6,99813081194562
"1061";"Als2cr12";"Ccrl2";"9";60,920005;3,47628179932019
"1062";"Tmem110";"Hmgb2";"8";29,900002;4,17887341160091
"1063";"Irf2bp2";"Tnfaip2";"12";60,990006;3,00945277272117
"1064";"Hmgxb3";"sdcbp";"4";2,91;3,94925511019075
"1065";"Slc28a2";"arpc1b";"5";85,030006;3,99242148513633
"1066";"Slc28a2";"Ccl2";"11";49,820007;3,11487403084614
"1067";"Prg4";"Rpl24";"16";33,740003;6,08481698257721
"1068";"Prg4";"Ppp1ca";"19";3,89;3,19385272979006
"1069";"Glt28d2";"Cd36";"5";8,11;4,2946007893751
"1070";"Gnal";"Nfkbia";"12";24,000002;5,15098580335821
"1071";"Gnal";"Rpl24";"16";33,740003;3,59429069315181
"1072";"Slc19a1";"Ctss";"3";40,740004;3,13661145890286
"1073";"BC024479";"Snx3";"10";22,890002;3,40230861258642
"1074";"Spib";"Fabp5";"3";2,47;3,28467422230181
"1075";"Spib";"sdcbp";"4";2,91;4,30936089090047
"1076";"Spib";"Ppp1ca";"19";3,89;3,34864066875573
"1077";"Fam49b";"Calm1";"12";50,430004;3,6956122722728
"1078";"Bdh1";"Acp5";"9";8,380001;3,43701054528941
"1079";"F830045P16Rik";"sdcbp";"4";2,91;7,10253644716596
"1080";"Scarna3b";"sdcbp";"4";2,91;3,28439082276047
"1081";"Fbxo40";"sdcbp";"4";2,91;3,46547396765805
"1082";"Rara";"Anxa5";"3";17,460001;3,04964434623131
"1083";"Rprl3";"Lgals3";"14";24,600001;11,1570518037358
"1084";"Mcart1";"Rpl7a";"2";19,1;4,5328514971917
"1085";"Mcart1";"Rmrp";"4";23,040001;6,48724845278184
"1086";"Mcart1";"Gapdh";"6";59,320007;3,54037784170928
"1087";"Eml5";"Cd53";"3";46,530005;3,05247767847738
"1088";"Eml5";"Cd274";"19";23,880004;3,15000978250908
"1089";"Jag1";"Il1b";"2";62,970005;3,0684793412459
"1090";"Elmo3";"Rpl35a";"16";23,590002;3,69495060346769
"1091";"Wdr41";"Npc2";"12";39,370003;4,04714589620959
"1092";"Usp19";"Ptma";"1";43,960005;3,57061905121977
"1093";"Usp19";"Lgals3";"14";24,600001;3,27261163547475
"1094";"Ncapg";"Hnrnpa3";"2";44,750002;4,93042512901496
"1095";"Apol8";"Irg1";"14";51,670005;3,29427627006725
"1096";"Inpp5k";"Cd74";"18";34,410001;3,25558043148987
"1097";"Plxnb3";"Rps11";"7";29,140003;3,15505925125704
"1098";"Cct7";"Eef1a1";"9";43,650004;3,91947123880679
"1099";"Vopp1";"Snx3";"10";22,890002;3,1012387605502
"1100";"Scn3b";"Aldoa";"7";69,250007;3,49748557080612
"1101";"Tgfbr1";"Rmrp";"4";23,040001;6,31497498911819
"1102";"Cysltr2";"sdcbp";"4";2,91;11,5410088935334
"1103";"Cysltr2";"Fau";"19";4,340001;3,19481500715087
"1104";"D19Ertd386e";"Lgals3";"14";24,600001;3,44830384672442
"1105";"Crtc3";"Slc15a3";"19";7,230003;3,51841919134029
"1106";"Psma8";"Aldoa";"7";69,250007;3,06187090012239
"1107";"Nlrc4";"Rnf149";"1";18,330001;3,46418823026967
"1108";"Sfmbt2";"Cd36";"5";8,11;4,70199420894225
"1109";"Galnt4";"sdcbp";"4";2,91;3,39855707824706
"1110";"Galnt4";"spp1";"5";50,680004;3,54604180518256
"1111";"Hist1h2bl";"Anxa5";"3";17,460001;3,10148852555152
"1112";"Agbl5";"Rps9";"7";2,13;4,42497036355718
"1113";"Cav2";"Tfec";"6";7,61;4,61279819216703
"1114";"Cc2d1b";"Slc15a3";"19";7,230003;3,15130128497013
"1115";"Mns1";"Iqgap1";"7";45,680005;3,32607621634752
"1116";"Hjurp";"Snx3";"10";22,890002;3,35737560641425
"1117";"Ltbp2";"Npc2";"12";39,370003;5,24665671146272
"1118";"Wnt6";"Cd36";"5";8,11;3,61195681196552
"1119";"Cml1";"Rpl24";"16";33,740003;3,08646521930677
"1120";"Dicer1";"Npc2";"12";39,370003;3,72041608748525
"1121";"Zfp672";"Calr";"8";41,210003;3,26372583005274
"1122";"Gpr68";"Gns";"10";69,620007;3,73027116701418
"1123";"Psmg3";"Rpl7a";"2";19,1;3,68946390147366
"1124";"Psmg3";"Gapdh";"6";59,320007;3,93728915419761
"1125";"Dlgap2";"rpl9";"5";33,660002;4,29470411144325
"1126";"Dlgap2";"Tmbim6";"15";56,130003;85,2436985037277
"1127";"Cacna1b";"Itm2b";"14";38,880003;3,15043535633933
"1128";"BC039966";"sdcbp";"4";2,91;23,7657815217425
"1129";"Kprp";"Rps3a1";"3";37,830003;4,2946010291459
"1130";"Mypop";"Rpl24";"16";33,740003;8,35990405083053
"1131";"Ccdc72";"Hnrnpa3";"2";44,750002;3,34818190433811
"1132";"Rnd3";"Rpl35";"2";24,420001;5,87792022043475
"1133";"Lrig2";"Cd53";"3";46,530005;3,47984266063583
"1134";"Etfa";"spp1";"5";50,680004;5,79805009193905
"1135";"Zmiz2";"Snx3";"10";22,890002;3,45342450702725
"1136";"Zmiz2";"Trem2";"17";23,990002;3,3395269598217
"1137";"Sap18";"Npc2";"12";39,370003;3,10587350816087
"1138";"Dnajc27";"spp1";"5";50,680004;4,57421570551637
"1139";"Sdhb";"Hck";"2";75,410006;3,37928609358273
"1140";"Tac4";"Rps9";"7";2,13;5,552900816781
"1141";"Il1rl2";"Rpl24";"16";33,740003;5,21718160858557
"1142";"Arpc3";"Cd74";"18";34,410001;3,02475535345593
"1143";"Hist2h2be";"Ifitm3";"7";86,250008;3,88505173319768
"1144";"Ppp3cc";"Psme2";"14";28,190002;3,15617076952876
"1145";"Gpr34";"Bc005537";"13";10,680001;3,0292419964073
"1146";"Ppm1n";"Atp6v1g1";"4";34,010002;3,31016684673319
"1147";"Tnfaip8l3";"Ctss";"3";40,740004;4,01513328795037
"1148";"Dusp26";"Rps3a1";"3";37,830003;4,29460102140448
"1149";"Pisd";"Tnip1";"11";32,130004;3,25895234476998
"1150";"Cdh3";"Rps3a1";"3";37,830003;3,1437045173004
"1151";"Cdh3";"Snx3";"10";22,890002;3,06865273797662
"1152";"Fdxacb1";"Icam1";"9";7,69;3,13017685068411
"1153";"Speer4e";"Rps3a1";"3";37,830003;3,21852086953973
"1154";"Gm9920";"rplp0";"5";56,100005;3,01821560985066
"1155";"Dhtkd1";"Wdr1";"5";20,630001;4,47327173934853
"1156";"Ints12";"Sep15";"3";68,940007;3,06933678056411
"1157";"Ints12";"Npc2";"12";39,370003;3,37898494487644
"1158";"Zfp935";"cxcl2";"5";44,780003;3,5156029545279
"1159";"Tex2";"Rps3";"7";54,070006;3,13458976087068
"1160";"Mbnl2";"Irg1";"14";51,670005;3,1113900319951
"1161";"Xpnpep3";"Acp5";"9";8,380001;3,32206478525095
"1162";"Bmp8b";"Cd53";"3";46,530005;3,18934792223978
"1163";"Bmp8b";"Cd14";"18";19,46;3,15844785909341
"1164";"Cela2a";"Rpl24";"16";33,740003;16,8386677347431
"1165";"Uhrf1bp1l";"Slc25a3";"10";45,600006;3,43252632588543
"1166";"Fem1b";"Eef1a1";"9";43,650004;3,21510204893293
"1167";"Sypl";"Anxa5";"3";17,460001;3,47432741482633
"1168";"Sypl";"Tnfaip3";"10";8,08;3,28161876803109
"1169";"Ezr";"Rps18";"17";17,98;3,37947499052801
"1170";"Pram1";"Rps18";"17";17,98;4,68572942990851
"1171";"Vwa3a";"sdcbp";"4";2,91;23,7657815217425
"1172";"Itpr2";"Cd14";"18";19,46;4,38256997165391
"1173";"Dpy19l1";"Icam1";"9";7,69;3,52545617266964
"1174";"Tmem64";"Ppp1ca";"19";3,89;3,49017791940955
"1175";"Dtl";"Mx2";"16";57,510005;3,10574135509266
"1176";"Dtl";"Ppp1ca";"19";3,89;3,04858161139463
"1177";"Tbc1d19";"Cd274";"19";23,880004;4,12703246217355
"1178";"Ifitm7";"Litaf";"16";6,28;3,30380873688293
"1179";"Pabpn1l";"Rps3a1";"3";37,830003;4,29460102140448
"1180";"Atxn7l1";"spp1";"5";50,680004;3,23870296807439
"1181";"Mdk";"Rps3a1";"3";37,830003;3,50426805420372
"1182";"Gpx1";"Hck";"2";75,410006;3,34800318552342
"1183";"Mxd3";"Eef1a1";"9";43,650004;3,64456910090173
"1184";"Mycbpap";"spp1";"5";50,680004;3,67918351401861
"1185";"D8Ertd738e";"Cd44";"2";54,130004;4,68976660396564
"1186";"Aven";"App";"16";46,920004;4,00318834954244
"1187";"Rmi1";"Icam1";"9";7,69;3,76813397226965
"1188";"Cenpv";"Eef1a1";"9";43,650004;3,60879192336677
"1189";"Tbc1d10a";"Atp6v1g1";"4";34,010002;3,10214429648805
"1190";"Sesn1";"Snx3";"10";22,890002;5,2856806913135
"1191";"Gm11710";"Rpl34";"3";60,550006;4,10233006727026
"1192";"Meis1";"Ptma";"1";43,960005;3,22754781736298
"1193";"A630007B06Rik";"Cd53";"3";46,530005;3,39599254705172
"1194";"A130040M12Rik";"Cd83";"13";21,600002;4,23907556029576
"1195";"Bcl2l12";"arpc1b";"5";85,030006;3,41672424497814
"1196";"E130317F20Rik";"Cd83";"13";21,600002;3,20364409587362
"1197";"E130317F20Rik";"Rps24";"14";14,42;4,57048598181057
"1198";"Hist1h3a";"Rpl7";"1";4,94;3,31883799283609
"1199";"Hist1h3a";"Pld3";"7";15,920002;3,32274033088644
"1200";"Nin";"Nfkbia";"12";24,000002;3,20063014533489
"1201";"Dmkn";"Cd36";"5";8,11;3,62623292199234
"1202";"Zfp952";"Malt1";"18";38,560002;3,17973351128323
"1203";"Trim54";"sdcbp";"4";2,91;16,5108613855358
"1204";"Vmn2r2";"Gnb2l1";"11";28,770002;4,29460230877106
"1205";"Tnik";"Anxa5";"3";17,460001;3,82502820138344
"1206";"Vmn2r87";"rpl9";"5";33,660002;4,29470411144324
"1207";"Vmn2r87";"Tmbim6";"15";56,130003;85,2436985037277
"1208";"Apol9a";"Rpl7a";"2";19,1;3,3354026276951
"1209";"Serpine3";"Tmbim6";"15";56,130003;3,24817398751551
"1210";"Rad51l1";"Rps9";"7";2,13;5,01876043184682
"1211";"Pmel";"Eif1";"11";63,46001;3,8073364378752
"1212";"Nlrp4f";"rpl9";"5";33,660002;4,29470411144324
"1213";"Nlrp4f";"Tmbim6";"15";56,130003;85,2436985037277
"1214";"Slc24a3";"Slc25a3";"10";45,600006;3,26425515630868
"1215";"Zfp647";"sdcbp";"4";2,91;14,051241920309
"1216";"Zfp28";"Bc005537";"13";10,680001;3,60756357727332
"1217";"AA543186";"sdcbp";"4";2,91;8,53409075660816
"1218";"Qtrt1";"Iqgap1";"7";45,680005;3,14527537115305
"1219";"Srsf10";"Calr";"8";41,210003;3,59251463635919
"1220";"Bicd1";"Cd36";"5";8,11;4,2946007893751
"1221";"Ggnbp1";"Rpl23a";"11";46,740006;3,2665879431496
"1222";"Ict1";"Dbi";"1";52,650006;3,03036838385336
"1223";"Ube2e3";"Cd44";"2";54,130004;3,34622941321678
"1224";"Ube2e3";"Srgn";"10";32,420003;3,75730746294829
"1225";"Anxa2";"Cd36";"5";8,11;3,11139991329109
"1226";"Anxa2";"Rpl35a";"16";23,590002;3,18099581479409
"1227";"Mmp13";"Fau";"19";4,340001;3,501342761077
"1228";"Snord110";"Rps3a1";"3";37,830003;3,5391034208164
"1229";"Snord110";"Capg";"6";32,270003;3,74742807903687
"1230";"Ankrd61";"Rpl24";"16";33,740003;3,47527637251684
"1231";"Gm10485";"Gns";"10";69,620007;3,81224563535237
"1232";"Rab11fip5";"Cd53";"3";46,530005;3,46666097817167
"1233";"Slc2a3";"Gapdh";"6";59,320007;3,91639231731179
"1234";"Slc2a3";"Rpl23a";"11";46,740006;3,63990405295133
"1235";"Rbbp6";"Rpl24";"16";33,740003;3,14393263602673
"1236";"Ttbk1";"sdcbp";"4";2,91;23,7657815217425
"1237";"Ncaph";"Pld3";"7";15,920002;3,24912414439794
"1238";"Wars";"arpc1b";"5";85,030006;3,09889907180936
"1239";"Nucb1";"Rps11";"7";29,140003;3,5973773810227
"1240";"Gm6531";"sdcbp";"4";2,91;5,91436462683199
"1241";"Cacna1a";"Ldha";"7";30,600004;3,63014772344252
"1242";"Egfem1";"Mtpn";"6";15,270001;3,12614885682066
"1243";"Tatdn3";"sdcbp";"4";2,91;3,96764655594361
"1244";"Tex264";"Cd74";"18";34,410001;3,58543634749372
"1245";"Olfr1259";"Cflar";"1";29,160002;3,74235069804921
"1246";"Cpsf4l";"Rpl24";"16";33,740003;12,0866483675497
"1247";"Timm10";"cxcl2";"5";44,780003;3,32851648130013
"1248";"Timm10";"Rps9";"7";2,13;3,23514144077376
"1249";"Timm10";"Cndp2";"18";57,530005;3,36601593406736
"1250";"C130026I21Rik";"Ptprc";"1";60,730007;3,66811754459862
"1251";"Cggbp1";"Rpl24";"16";33,740003;4,69516427778804
"1252";"Gm12830";"Rps3a1";"3";37,830003;4,29460102140448
"1253";"Folr2";"spp1";"5";50,680004;3,07005852557683
"1254";"Gcap14";"Fau";"19";4,340001;3,72544705370954
"1255";"Lcorl";"sdcbp";"4";2,91;3,48038747139246
"1256";"Ece1";"tnfrsf1b";"4";78,170005;7,96501490049371
"1257";"Fkbp1b";"Arpc2";"1";38,490004;3,81851943178223
"1258";"Ankrd32";"Gnb2l1";"11";28,770002;3,64106097871006
"1259";"Cacng6";"rpl9";"5";33,660002;4,29470411144324
"1260";"Cacng6";"Tmbim6";"15";56,130003;85,2436985037278
"1261";"D130020L05Rik";"Rpl10";"X";37,94;3,44511329128103
"1262";"Tnip1";"Ptma";"1";43,960005;3,57191895267098
"1263";"Atp8a1";"Rps3";"7";54,070006;3,08808950695816
"1264";"Uqcr11";"Sep15";"3";68,940007;3,04841886530228
"1265";"Srek1ip1";"sdcbp";"4";2,91;3,75514255053276
"1266";"Klhdc4";"Lgals3";"14";24,600001;3,72065562412498
"1267";"Vmn2r29";"rplp0";"5";56,100005;3,20408542462398
"1268";"Adam33";"Ell2";"13";40,930004;4,71728767666491
"1269";"Mfsd7b";"Itpkb";"1";84,270009;9,05622455354006
"1270";"Padi3";"rpl9";"5";33,660002;4,29470411144324
"1271";"Padi3";"Tmbim6";"15";56,130003;85,2436985037277
"1272";"Pla2g6";"Rnf149";"1";18,330001;5,00221176059898
"1273";"Mapk10";"Tnfaip2";"12";60,990006;4,10219721456869
"1274";"Tigd3";"Capg";"6";32,270003;3,27781805462722
"1275";"Tmppe";"Eef1a1";"9";43,650004;3,34323806065449
"1276";"Orc3";"Itpkb";"1";84,270009;3,85776892068806
"1277";"Rpf2";"spp1";"5";50,680004;3,67758360084232
"1278";"Nptxr";"Irg1";"14";51,670005;5,88111541600376
"1279";"Tmc6";"Ccrl2";"9";60,920005;3,01526259419931
"1280";"Fhl1";"sdcbp";"4";2,91;23,7657815217425
"1281";"Gtsf1";"Irgm1";"11";28,840003;4,2946010797504
"1282";"Ppp6r2";"spp1";"5";50,680004;3,57528001934707
"1283";"Zfp1";"Plek";"11";9,41;3,15787686242696
"1284";"Chst1";"sdcbp";"4";2,91;3,40739995673005
"1285";"Lyst";"Klf6";"13";2,94;3,49135972513884
"1286";"Setd6";"Rpl24";"16";33,740003;4,42044266194951
"1287";"Tti2";"Rpl24";"16";33,740003;4,44378388177136
"1288";"Hint3";"Rap2b";"3";29,810002;4,07409708123127
"1289";"Hint3";"Nfkbia";"12";24,000002;3,15947339834212
"1290";"Mrpl18";"Gnb2l1";"11";28,770002;3,33684246194554
"1291";"Plagl2";"Pik3r5";"11";41,690005;4,32338570015524
"1292";"Ift172";"arpc1b";"5";85,030006;3,54491220612371
"1293";"Cldn9";"Rps3a1";"3";37,830003;4,2946010291459
"1294";"Fbf1";"Arpc2";"1";38,490004;3,52123551945131
"1295";"Jrkl";"Aldoa";"7";69,250007;4,59640346919457
"1296";"Sema3a";"sdcbp";"4";2,91;23,7657815217425
"1297";"Ccl8";"arpc1b";"5";85,030006;3,24873095128984
"1298";"Afg3l2";"Ptma";"1";43,960005;3,37898026843339
"1299";"Afg3l2";"Cd36";"5";8,11;3,65754415057852
"1300";"Ppp1r1c";"sdcbp";"4";2,91;10,3383132069856
"1301";"Rps16";"arpc1b";"5";85,030006;3,13796967400519
"1302";"Shc4";"Hnrnpa3";"2";44,750002;3,20715520259025
"1303";"Arhgef4";"Ptma";"1";43,960005;3,18417633353327
"1304";"Arhgef4";"Slc15a3";"19";7,230003;4,32812520947295
"1305";"Mfsd8";"Tnfsf9";"17";29,670003;3,58439346473586
"1306";"Adam4";"Hnrnpa3";"2";44,750002;3,22478601667204
"1307";"Adam4";"Rps9";"7";2,13;3,40499218067729
"1308";"Sntg2";"rpl9";"5";33,660002;4,29470411144323
"1309";"Sntg2";"Tmbim6";"15";56,130003;85,2436985037278
"1310";"Atp6v0a1";"Msr1";"8";23,890001;3,01089304246337
"1311";"Atp6v0a1";"Pik3r5";"11";41,690005;3,76629491430455
"1312";"Atp6v0a1";"Itm2b";"14";38,880003;3,63666804726948
"1313";"Ppm1f";"Klf6";"13";2,94;3,18807708675862
"1314";"Tlr6";"rpl9";"5";33,660002;7,58347863010786
"1315";"Rabl3";"Anxa5";"3";17,460001;3,03495287669461
"1316";"A630033H20Rik";"Dbi";"1";52,650006;3,08892435388973
"1317";"Snai1";"sdcbp";"4";2,91;6,78312043518055
"1318";"Tmem170";"sdcbp";"4";2,91;3,31629941083399
"1319";"Rttn";"Rpl7";"1";4,94;3,70996748941746
"1320";"Rbm28";"spp1";"5";50,680004;3,96069399059392
"1321";"Tmem39a";"Psme2";"14";28,190002;3,72902306843375
"1322";"Secisbp2l";"Ptma";"1";43,960005;4,47755609523529
"1323";"Dom3z";"Cox7a2l";"17";53,020004;3,35890309914276
"1324";"Slc48a1";"Ptma";"1";43,960005;4,73412859176748
"1325";"Slc48a1";"rplp0";"5";56,100005;3,25643838705688
"1326";"Blvra";"Cd83";"13";21,600002;3,63862364681119
"1327";"Fabp3";"isg15";"4";88,610006;3,3938389061282
"1328";"C1qtnf6";"Irg1";"14";51,670005;3,35773807789513
"1329";"Ticam1";"Tnfsf9";"17";29,670003;3,29275009960796
"1330";"Entpd2";"Rps3a1";"3";37,830003;4,2946010291459
"1331";"Rhobtb1";"Srgn";"10";32,420003;4,47034412648133
"1332";"Rhobtb1";"Rpl35a";"16";23,590002;3,17404611447731
"1333";"Gm6792";"Cd36";"5";8,11;4,29460110290575
"1334";"Cep72";"sdcbp";"4";2,91;3,12035858821662
"1335";"Cep72";"Fau";"19";4,340001;3,94764977084107
"1336";"Mgl2";"Rpl24";"16";33,740003;3,55043346582252
"1337";"Cacnb1";"Rpl7a";"2";19,1;3,36899651621075
"1338";"Zc3h10";"App";"16";46,920004;3,18163354203615
"1339";"Aktip";"Ptma";"1";43,960005;3,90419972339476
"1340";"Aoah";"Klf6";"13";2,94;3,99627149294109
"1341";"Pde6d";"Rplp1";"9";33,500003;3,9350629805094
"1342";"Pde6d";"Rpl24";"16";33,740003;4,10947418367437
"1343";"A330050B17Rik";"Rpl24";"16";33,740003;5,6095808885272
"1344";"Slfn4";"arpc1b";"5";85,030006;5,17602558184539
"1345";"Zfp385c";"Grn";"11";66,290011;4,04273625316605
"1346";"Podxl";"Cd274";"19";23,880004;3,27235255339421
"1347";"Olfr110";"Rpl24";"16";33,740003;3,46719652059518
"1348";"Gm5622";"sdcbp";"4";2,91;3,51823419907057
"1349";"Gm5622";"Ppp1ca";"19";3,89;4,09134489743675
"1350";"AI414108";"rpl9";"5";33,660002;4,29470411144324
"1351";"AI414108";"Tmbim6";"15";56,130003;85,2436985037277
"1352";"Trpc4";"Cd36";"5";8,11;4,2946007893751
"1353";"Kctd7";"Il12b";"11";25,940001;4,98087414411722
"1354";"Kctd7";"Nfkbia";"12";24,000002;3,45667902840471
"1355";"Clec2d";"Rpl32";"6";53,720005;7,07145130794663
"1356";"Pira6";"Pld3";"7";15,920002;4,30556221400498
"1357";"Gaa";"Itm2b";"14";38,880003;3,0500196472179
"1358";"Slc24a6";"sdcbp";"4";2,91;3,44336473492577
"1359";"Nrn1l";"rpl9";"5";33,660002;4,29470411144324
"1360";"Nrn1l";"Tmbim6";"15";56,130003;85,2436985037277
"1361";"Fam178b";"Atp6v1e1";"6";57,010006;5,07369274731424
"1362";"Gm19522";"Ldha";"7";30,600004;4,13619040072137
"1363";"Specc1l";"Ldha";"7";30,600004;3,11558998234742
"1364";"Ctse";"Ptma";"1";43,960005;3,03998887233819
"1365";"Zfp558";"Il10ra";"9";24,840002;3,93792223800622
"1366";"Zfp558";"Snx3";"10";22,890002;3,10035795248984
"1367";"Cadm2";"Ctss";"3";40,740004;18,0921824958165
"1368";"Wbp2";"Calr";"8";41,210003;4,65488040988877
"1369";"Ankrd11";"Cyba";"8";71,040005;3,70484786937469
"1370";"Pbxip1";"Eef1a1";"9";43,650004;3,30360420819098
"1371";"Ildr1";"Mx2";"16";57,510005;3,6567732102409
"1372";"Cybb";"Npc2";"12";39,370003;3,19436190715193
"1373";"Sephs2";"Ifitm3";"7";86,250008;3,14432843505983
"1374";"Eps8l2";"Cd36";"5";8,11;4,2946007893751
"1375";"Crlf2";"Rpl35a";"16";23,590002;4,88371628720529
"1376";"Hist4h4";"Anxa5";"3";17,460001;3,47731855017595
"1377";"Hist4h4";"Eef1a1";"9";43,650004;4,19990090160005
"1378";"Hist4h4";"Snx3";"10";22,890002;3,15354035265965
